Date,SPY US Equity  (R1),QQQ US Equity  (R1),TLT US Equity  (R1),IEML LN Equity  (L3),EMBE LN Equity  (R1),EUNH GY Equity  (R3),EMLC US Equity  (L2),IS0M GY Equity  (L4),EWJ US Equity  (R4),ARKK US Equity  (R1),IMEU NA Equity  (L1),IAU US Equity  (R1),COPA LN Equity  (R2),USO US Equity  (R1)
2017-04-11,235.06,131.45,122.42,63.53,101.28,121.57,36.78,154.96,51.21,24.0274,23.905,12.24,25.195,89.36
2017-04-10,235.34,132.02,121.27,63.5,101.275,121.73,36.74,155.35,50.95,24.087,23.88,12.08,25.31,89.12
2017-04-07,235.2,131.97,120.71,63.65,101.39,121.86,36.76,155.54,51.07,23.9436,23.915,12.08,25.545,87.68
2017-04-06,235.44,132.04,121.2,63.7,101.41,121.59,36.86,155.08,50.96,23.766,23.855,12.05,25.68,86.88
2017-04-05,234.78,131.97,121.38,63.81,101.17,121.55,36.9,155.1,51.22,23.655,23.82,12.1,25.85,85.44
2017-04-04,235.48,132.51,121.01,63.89,101.04,121.49,36.92,155,51.58,23.93,23.8,12.09,25.335,85.68
2017-04-03,235.33,132.3,121.67,63.93,101.025,121.26,36.84,154.59,51.76,24.03,23.765,12.07,25.245,84.4
2017-03-31,235.74,132.38,120.71,63.92,100.78,121.11,37.02,154.77,51.5,23.96,23.945,12.01,25.7,85.12
2017-03-30,236.29,132.47,120.36,64.43,101.24,121.19,37.22,154.78,51.98,23.85,23.85,11.97,26.305,84.56
2017-03-29,235.54,132.25,121.34,64.2,101.31,121.21,37.22,154.8,52.27,23.79,23.705,12.07,25.995,82.96
2017-03-28,235.32,131.64,120.62,64.26,101.07,120.92,37.08,154.52,52.34,23.595,23.625,12.04,25.755,81.2
2017-03-27,233.62,130.84,121.43,64.4,100.94,120.79,37.32,154.05,51.9,23.4301,23.515,12.08,24.995,80.32
2017-03-24,233.86,130.63,120.88,64.5,101.06,120.71,37.4,153.8,51.87,23.16,23.56,12.01,25.475,80.72
2017-03-23,234.03,130.36,120.45,64.27,100.94,120.42,37.3,153.39,51.55,23.0251,23.63,11.99,25.57,80.08
2017-03-22,234.28,130.69,120.62,64.15,100.585,120.51,37.24,153.3,51.51,23.0196,23.425,12.02,25.415,80.96
2017-03-21,233.73,129.81,120.14,64.14,100.745,120.02,37.1,152.79,51.44,23.039,23.51,11.98,25.365,80.88
2017-03-20,236.77,131.81,119.15,64.07,100.555,119.88,37.1774,152.38,51.85,23.7,23.64,11.8813,25.835,82.204
2017-03-17,237.03,131.69,118.64,63.85,100.395,119.93,37,152.37,51.83,23.713,23.65,11.82,26.025,82.64
2017-03-16,238.48,132.01,117.9,63.65,100.105,119.97,36.76,152.62,51.66,23.72,23.59,11.81,25.93,82.88
2017-03-15,238.95,132.1,118.5,62.46,99.7,120.32,36.66,153.23,51.76,23.595,23.4,11.74,25.755,83.04
2017-03-14,236.9,131.29,117.07,62.12,99.56,119.9,36.02,152.6,51.24,23.38,23.335,11.54,25.6,81.52
2017-03-13,237.81,131.61,116.51,62.24,100.09,119.81,36.08,152.52,51.6,23.43,23.4,11.59,25.5,82.24
2017-03-10,237.69,131.39,117.25,62.05,99.78,119.7,36.12,152.53,51.34,23.21,23.29,11.59,25.11,82.32
2017-03-09,236.86,130.84,116.84,61.72,99.78,120.13,35.76,153.24,50.97,22.9945,23.295,11.57,24.9375,84.24
2017-03-08,236.56,130.74,117.78,62.1,100.37,120.46,35.98,153.61,50.97,23.2387,23.3,11.63,25.31,85.36
2017-03-07,237,130.51,118.42,62.58,100.94,120.98,36.3,154.26,51.13,23.2447,23.27,11.71,25.35,90.16
2017-03-06,237.71,130.73,118.78,62.5,100.855,121.02,36.18,154.61,51.25,23.2699,23.355,11.8,25.76,90.24
2017-03-03,238.42,131.02,119.35,62.17,100.725,121.13,36.2,155.13,51.37,23.2,23.48,11.88,26.005,90.32
2017-03-02,238.27,130.78,119.04,62.06,100.89,121.17,35.88,154.68,51.34,23.25,23.49,11.89,26.105,89.36
2017-03-01,239.78,131.44,119.47,62.45,100.9,121.33,36.34,154.74,51.83,23.495,23.5,12.04,26.52,91.2
2017-02-28,236.47,130.02,121.74,62.44,101.19,121.78,36.36,155.08,51.23,23.125,23.14,12.04,26.355,91.6
2017-02-27,237.11,130.42,121.29,62.77,101.23,121.7,36.54,154.42,51.36,23.27,23.1,12.04,26.135,91.76
2017-02-24,236.74,130.26,122.01,62.84,101.17,121.58,36.62,153.98,51.52,22.86,23.13,12.09,26.14,91.68
2017-02-23,236.44,130.01,120.67,63.03,100.92,121.03,36.8,153.64,51.63,22.97,23.32,12.03,25.855,92.24
2017-02-22,236.28,130.5,120.31,62.64,100.88,120.76,36.62,153.67,51.68,23.1725,23.31,11.91,26.66,90.88
2017-02-21,236.49,130.45,120.11,62.29,100.41,120.51,36.42,153.59,51.62,23.2,23.3,11.9,26.805,92.32
2017-02-20,,,,62.345,100.39,120.74,,154.08,,,23.165,,26.765,
2017-02-17,235.09,129.81,120.32,62.26,100.33,120.82,36.36,154.15,51.19,23.14,23.15,11.89,26.315,91.12
2017-02-16,234.72,129.25,119.61,62.6,100.545,120.81,36.46,154.45,51.22,22.98,23.12,11.93,26.48,91.28
2017-02-15,234.92,129.29,118.96,62.6,100.3,120.26,36.56,153.55,51.16,23.1677,23.18,11.87,26.8,90.88
2017-02-14,233.7,128.53,119.51,62.35,100.435,120.42,36.44,153.68,51.21,23.22,23.08,11.82,26.65,91.04
2017-02-13,232.77,128.1,120.38,62.32,100.625,120.56,36.32,153.72,51.58,23.05,23.095,11.81,27.12,90.56
2017-02-10,231.51,127.38,120.76,62.15,100.55,120.51,36.36,153.45,51.38,22.97,22.905,11.89,26.96,92
2017-02-09,230.6,126.96,120.83,62.14,100.56,120.94,36.2,154.27,51.02,22.9247,22.89,11.86,25.845,90.8
2017-02-08,229.24,126.5,122.24,62.07,100.8,120.67,36.14,153.48,51.09,22.49,22.77,11.94,26.07,89.84
2017-02-07,228.94,126.29,120.6,61.62,100.465,120.06,36.04,152.84,50.94,22.28,22.7,11.87,25.67,89.52
2017-02-06,228.93,125.83,119.72,62.12,100.84,119.9,36.2,152.65,50.97,22.39,22.635,11.9,25.86,91.04
2017-02-03,229.34,125.68,119,62.36,100.575,120.32,36.32,153.73,51.05,22.38,22.77,11.74,25.605,92.32
2017-02-02,227.77,125.32,119.05,61.88,100.43,120.51,36.06,154.05,50.82,22.41,22.66,11.7,26.1,92.08
2017-02-01,227.62,125.43,119.1,61.25,99.83,120.07,35.86,153.35,50.84,22.2736,22.715,11.64,26.425,91.84
2017-01-31,227.53,124.57,120.1,61.3,99.5,120.45,35.96,153.87,50.57,22.0912,22.51,11.67,26.48,90.56
2017-01-30,227.55,124.82,119.27,61.155,99.49,120.2,35.9,153.39,50.69,22.0025,22.645,11.52,25.825,90.24
2017-01-27,228.97,125.8,119.63,60.9,99.6,120.43,35.82,154.27,50.83,22.1754,22.905,11.46,26.245,91.2
2017-01-26,229.33,125.56,119.2,60.775,99.25,120.36,35.74,154.29,51.25,22.1099,22.98,11.44,25.99,92.24
2017-01-25,229.57,125.43,118.8,61.22,99.45,120.78,35.92,155.35,51.18,22.2446,22.91,11.56,26.45,90.48
2017-01-24,227.6,124.18,120.31,61.12,99.94,121.27,35.8,155.89,50.65,22.06,22.61,11.65,26.355,90.96
2017-01-23,226.15,123.35,121.14,61.08,99.75,121.56,35.76,156.11,50.52,21.8981,22.57,11.7,25.78,90.56
2017-01-20,226.74,123.25,119.94,60.64,99.36,121.12,35.68,155.77,50.49,21.8485,22.675,11.62,25.645,91.12
2017-01-19,225.91,122.98,120.18,60.23,99.48,121.59,35.42,156.25,50.17,21.83,22.68,11.59,25.47,89.36
2017-01-18,226.75,123.04,121.01,60.74,100.16,121.81,35.38,156.48,50.31,21.8,22.685,11.6,25.535,89.28
2017-01-17,226.25,122.79,122.58,60.92,100.295,122.14,35.64,156.7,50.32,21.72,22.63,11.71,25.46,91.44
2017-01-16,,,,60.43,100.1,121.99,,156.79,,,22.69,,26.06,
2017-01-13,227.05,123.16,121.31,60.66,99.765,121.91,35.48,156.89,50.89,22.06,22.87,11.55,26.185,91.28
2017-01-12,226.53,122.74,121.89,60.77,100.02,122.24,35.42,157.15,50.57,21.83,22.63,11.51,25.965,92.32
2017-01-11,227.1,122.93,122.16,61.41,99.695,122.79,35.02,157.44,50.65,21.78,22.815,11.46,25.47,90.96
2017-01-10,226.46,122.6,121.75,61.92,100.255,122.49,35.12,157.04,50.32,21.95,22.75,11.44,25.515,88.56
2017-01-09,226.46,122.33,121.83,62.01,100.055,122.48,35.28,156.96,50.51,21.645,22.73,11.38,24.7925,90.48
2017-01-06,227.21,121.93,120.86,62.14,99.995,122.2,35.28,156.35,50.46,21.365,22.86,11.3,24.7075,93.44
2017-01-05,226.4,120.87,121.98,62.23,100.045,122.49,35.34,156.58,50.54,21.15,22.86,11.38,24.7525,93.6
2017-01-04,226.58,120.19,120.1,61.89,99.51,122.59,35.18,157.19,50.25,21.3599,22.82,11.21,24.9225,92.64
2017-01-03,225.24,119.54,119.64,61.62,99.11,122.78,34.94,157.33,49.26,20.4366,22.845,11.16,24.2775,91.52
2017-01-02,,,,,,123.75,,158.51,,,22.76,,,
2016-12-30,223.53,118.48,119.13,61.98,98.68,123.55,35.2,158.2,48.86,20.05,22.58,11.08,24.465,93.76
2016-12-29,224.35,119.71,118.95,61.92,99.08,123.8,35.2,158.2,48.88,20.19,22.51,11.14,24.265,93.76
2016-12-28,224.4,119.88,118.53,61.49,98.605,123.6,34.98,158.03,49.38,20.2895,22.595,10.99,24.4575,94
2016-12-27,226.27,120.82,117.67,,,123.6,35.1,157.89,49.45,20.715,22.55,10.97,,93.84
2016-12-23,225.71,120.2,118.05,61.4,98.555,123.54,35.2,158.03,49.76,20.3101,22.515,10.9,24.36,92.48
2016-12-22,225.38,120.12,117.81,61.38,98.45,123.21,35.06,157.74,49.67,20.22,22.505,10.86,24.3975,91.68
2016-12-21,225.77,120.46,118.33,61.35,98.375,123.4,35.06,158,49.75,20.5,22.55,10.9,24.3825,91.52
2016-12-20,226.4,120.55,117.81,61.15,98.14,123.22,34.92,157.86,50.6,20.8275,22.595,10.89,24.4075,92.96
2016-12-19,225.53,120.09,118.4,60.84,98.1,123.24,34.82,157.83,50.55,20.89,22.47,10.97,24.365,92
2016-12-16,225.04,119.6,117.14,61.06,97.585,122.66,34.66,157.17,50.12,20.83,22.495,10.91,25.05,92.4
2016-12-15,226.81,120.4,117.41,60.69,97.555,122.48,34.54,157.4,50.56,20.7813,22.44,10.86,25.525,90.88
2016-12-14,225.88,120.21,116.82,61.95,99.04,122.84,34.84,158.97,50.56,20.4107,22.23,11,25.32,90.56
2016-12-13,227.76,120.46,118.14,62.02,98.67,122.34,35.36,158.15,51.35,20.55,22.345,11.16,25.23,93.84
2016-12-12,226.25,118.96,117.72,61.88,98.51,121.65,35.4,156.92,50.75,20.399,22.115,11.19,25.59,92.96
2016-12-09,226.51,119.5,117.5,61.56,98.725,121.93,35.1,156.65,51.25,20.3999,22.215,11.16,25.825,91.52
2016-12-08,225.15,118.57,118.98,61.485,98.81,122.08,35.24,156.9,51.1,20.3256,21.99,11.27,25.575,90.48
2016-12-07,224.6,118.36,120.4,61.88,98.865,122.6,35.4,157.82,50.52,20.08,21.735,11.29,25.8,88.72
2016-12-06,221.7,116.88,119.38,61.32,98.26,122.22,35.1,157.13,49.78,20.175,21.53,11.26,26.08,90.32
2016-12-05,221,116.6,119.47,60.6,97.75,122.19,34.62,156.6,49.56,20.1978,21.33,11.26,26.45,90.8
2016-12-02,219.68,115.7,119.6,60.4,97.6,122.63,34.48,157.22,49.62,19.795,21.22,11.32,25.655,91.84
2016-12-01,219.57,115.47,118.73,60.32,97.27,122.02,34.4,156.22,49.47,19.64,21.275,11.27,25.83,90.64
2016-11-30,220.38,117.5,120.24,60.75,98.08,122.51,34.64,156.84,49.89,20.11,21.41,11.29,25.76,87.44
2016-11-29,220.91,118.94,122.22,60.69,97.945,122.75,34.8,156.86,49.97,20.36,21.32,11.44,25.44,80.48
2016-11-28,220.48,118.53,121.71,60.96,98.185,122.55,34.82,156.03,49.92,20.86,21.245,11.5,26.26,83.52
2016-11-25,221.52,118.8,120.82,60.41,97.94,122.26,34.52,155.71,49.49,20.95,21.425,11.37,26.06,82.64
2016-11-24,,,,60.335,98.04,122.24,,155.7,,,21.37,,26.12,
2016-11-23,220.7,118.42,120.64,60.21,97.45,122.19,34.56,155.55,49.91,20.83,21.305,11.43,25.46,85.36
2016-11-22,220.58,118.9,121.11,61,98.2,122.74,34.94,156.42,49.91,20.9311,21.28,11.67,24.8525,85.04
2016-11-21,220.15,118.54,121.15,60.85,98.33,122.34,34.86,155.99,49.79,20.88,21.235,11.68,24.7075,86.16
2016-11-18,218.5,117.32,120.85,60.62,98.26,122.29,34.64,155.93,49.39,20.65,21.175,11.63,24.1075,82.56
2016-11-17,218.99,117.76,121.2,61.23,98.585,122.37,34.76,155.8,50.14,20.72,21.295,11.74,24.4375,81.04
2016-11-16,217.87,116.91,123.01,60.7,98.435,122.49,34.92,156.4,49.4,,21.145,11.79,24.1275,81.84
2016-11-15,218.28,116.22,121.91,61.2,98.47,122.63,35.3,157.11,49.64,20.5952,21.195,11.83,24.4225,82.72
2016-11-14,216.59,114.63,121.31,59.98,96.84,122,34.66,155.73,49.56,20.6795,21.125,11.73,24.6775,78.96
2016-11-11,216.42,115.8,122.04,60.22,97.77,122.35,34.44,156.35,49.5,20.3611,21.08,11.83,24.565,78.16
2016-11-10,216.92,115.75,122.73,61.84,99.04,123.02,34.94,157.65,49.43,20.4395,21.185,12.1,25.0275,80.32
2016-11-09,216.3792,117.65,124.57,64.16,102.2,124.24,36.68,159.23,49.39,20.0447,21.335,12.28,24.02,82.24
2016-11-08,214.11,117.11,130.09,65.91,103.505,124.41,37.7,159.57,49.81,19.99,21.01,12.29,23.32,80.8
2016-11-07,213.15,116.35,130.62,65.45,103.38,124.6,37.28,159.55,49.87,19.8199,20.95,12.34,22.595,81.28
2016-11-04,208.55,113.65,131.74,65.07,102.805,124.57,37.12,159.33,49.52,19.2539,20.595,12.56,22.2175,79.84
2016-11-03,208.78,114.05,130.57,65.16,102.91,124.57,37.16,159.74,50.12,19.2,20.755,12.55,22.06,80.64
2016-11-02,209.74,115.18,131.58,65.03,102.66,124.73,37.22,160.05,50,19.3201,20.78,12.48,21.82,82.24
2016-11-01,211.01,116.11,131.01,65.26,102.785,124.21,37.26,159.19,50.32,19.719,21.03,12.39,21.8125,84.56
2016-10-31,212.55,116.99,131.25,65.84,103.25,124.54,37.54,159.97,50.52,19.9168,21.25,12.32,21.68,84.24
2016-10-28,212.54,117.1,130.45,65.55,103.175,124.54,37.38,160.08,50.48,19.98,21.365,12.29,21.49,88.08
2016-10-27,213.17,117.84,130.74,65.48,103.34,124.57,37.54,160.62,50.4,20.1656,21.435,12.23,21.2225,89.68
2016-10-26,213.74,118.38,132.18,65.83,104.05,125.33,37.59,161.47,50.32,20.3296,21.42,12.21,21.035,88.72
2016-10-25,214.17,119.19,133.08,66.27,104.425,125.94,37.86,162.27,50.4,20.43,21.495,12.27,20.96,89.92
2016-10-24,214.89,119.57,132.73,66.14,104.5,125.92,37.7,162.27,50.36,20.6677,21.555,12.18,20.53,91.44
2016-10-21,213.98,118.15,133.31,65.91,104.36,126.1,37.6,162.42,50.28,20.53,21.565,12.21,20.4925,91.84
2016-10-20,213.88,117.71,133.11,66.16,104.29,126.11,37.72,162.35,50.28,20.57,21.555,12.19,20.535,91.44
2016-10-19,214.28,117.85,132.97,65.98,103.89,125.93,37.92,162.29,49.84,20.6499,21.51,12.24,20.68,93.28
2016-10-18,213.71,117.86,132.86,65.9,103.655,125.87,37.7,162.27,49.68,20.5699,21.44,12.16,20.6625,91.6
2016-10-17,212.38,116.82,132.43,65.35,103.485,125.66,37.44,162.02,49.4,20.24,21.13,12.09,20.66,90.96
2016-10-14,213.12,117.14,131.59,65.58,104.14,125.76,37.44,162.32,49.36,20.38,21.265,12.06,20.705,91.52
2016-10-13,213.01,117,133.46,65.3,103.745,125.81,37.56,162.27,49.36,20.5894,21,12.13,20.815,91.92
2016-10-12,213.71,117.42,132.96,65.14,103.95,125.56,37.54,162.04,49.44,20.85,21.21,12.1,21.375,91.44
2016-10-11,213.43,117.52,132.83,65.47,104.62,125.92,37.5,162.39,49.52,21,21.285,12.09,21.39,92.64
2016-10-10,216.16,119.22,133.13,66.175,104.85,125.69,37.96,162.25,49.96,21.8995,21.42,12.14,21.525,93.36
2016-10-07,215.04,118.47,133.92,66.2,104.75,125.9,37.88,162.36,49.8,21.7008,21.245,12.1,21.295,90.64
2016-10-06,215.78,118.73,133.83,65.93,104.83,126.05,37.86,162.61,49.8,21.82,21.44,12.09,21.085,92.08
2016-10-05,215.63,118.79,134.58,65.9,104.93,126.06,37.9,162.76,50.04,22.3925,21.525,12.22,21.32,90.8
2016-10-04,214.68,118.37,135.21,66.29,105.58,126.94,37.76,163.79,49.72,22.08,21.59,12.24,21.345,88.72
2016-10-03,215.78,118.55,136.81,66.39,105.44,,38.08,,50,22.2095,21.405,12.66,21.43,88.8
2016-09-30,216.3,118.72,137.51,66.34,105.23,127.29,38.16,164.54,50.16,22.18,21.4,12.69,21.76,87.44
2016-09-29,214.68,117.84,138.75,66.38,105.63,127.23,38.02,164.28,50.24,21.96,21.38,12.73,21.5075,86.96
2016-09-28,216.64,118.7,138.4,66.175,105.195,127.51,38.26,164.61,50.6,22.16,21.35,12.76,21.41,85.2
2016-09-27,215.57,118.5,138.7,66.125,104.99,127.39,38.22,164.3,50.68,22.105,21.22,12.8,21.2625,81.2
2016-09-26,214.24,117.34,137.69,66.08,104.85,127.25,37.94,164.51,50.12,21.69,21.19,12.88,21.5775,83.44
2016-09-23,215.99,118.33,136.82,66.325,105.47,127.07,38,164.3,50.56,21.8589,21.515,12.9,21.625,81.52
2016-09-22,217.18,119.09,136.95,66.73,105.9,127.16,38.26,164.51,51.28,21.85,21.705,12.89,21.55,84.24
2016-09-21,215.82,118.15,135.87,65.73,104.67,126.29,38.14,163.46,50.64,21.25,21.34,12.85,21.17,83.2
2016-09-20,213.42,117,134.78,65.54,104.38,126.46,37.62,163.66,49.2,21.45,21.265,12.67,21.29,80.56
2016-09-19,213.41,116.78,134.31,65.51,104.06,125.98,37.58,162.94,48.52,21.3796,21.285,12.65,21.1625,79.84
2016-09-16,213.37,117.29,134.75,64.985,103.89,125.93,37.38,162.63,48.36,,21.05,12.64,21.195,80
2016-09-15,215.28,117.64,133.67,65.225,103.82,125.85,37.58,162.76,48.76,21.2,21.235,12.67,21.22,81.12
2016-09-14,213.15,115.84,134.25,65.05,104.72,126.03,37.42,163.14,48.52,20.72,21.08,12.74,21.16,80.72
2016-09-13,213.23,115.29,134.05,65.02,104.95,125.83,37.42,162.98,48.84,20.6068,21.105,12.7,20.565,82.96
2016-09-12,216.34,116.33,135.59,65.19,104.69,125.99,37.76,163.31,49.72,,21.33,12.78,20.5775,85.12
2016-09-09,213.28,114.28,135.52,65.75,105.42,126.15,37.66,163.62,49.32,20.98,21.535,12.81,20.5325,84.72
2016-09-08,218.51,117.23,137.79,66.77,106.32,126.9,38.22,164.66,50.12,21.2787,21.78,12.88,20.615,87.68
2016-09-07,219.01,117.92,139.54,66.7,106.58,127.61,38.28,165.49,50.36,21.2765,21.85,12.96,20.5475,84.16
2016-09-06,219.0308,117.85,139.64,66.39,105.98,127.4,38.18,165.37,50.12,21.169,21.775,13.01,20.455,83.12
2016-09-05,,,,65.495,105.59,126.8,,164.63,,,21.875,,20.4425,
2016-09-02,218.37,117.12,138.63,65.3,105.485,126.65,37.54,164.35,49.84,20.6926,21.83,12.78,20.4225,81.92
2016-09-01,217.39,116.74,139.77,64.97,105.38,126.79,37.44,164.36,49.48,20.4696,21.38,12.65,20.3975,80.48
2016-08-31,217.38,116.44,139.87,65.01,105.74,126.95,37.5,164.83,49.12,20.6136,21.395,12.6,20.425,82.88
2016-08-30,218,116.56,139.67,65.05,105.86,127.3,37.68,165.19,49.04,20.835,21.495,12.64,20.345,85.84
2016-08-29,218.3608,116.94,140.21,,,127.26,37.76,165.17,49.04,21.0392,21.365,12.76,,86.8
2016-08-26,217.29,116.78,138.36,66.5,105.865,127.32,37.88,165.17,48.88,20.8895,21.425,12.73,20.49,87.6
2016-08-25,217.7,116.61,139.17,65.87,105.425,127.27,38.02,165.02,49.24,20.92,21.32,12.75,20.4925,87.6
2016-08-24,217.85,116.8,139.7,65.76,105.93,127.36,37.98,165.04,49.48,21.24,21.465,12.77,20.5875,86.56
2016-08-23,218.97,117.56,140.03,66.76,105.895,127.4,38.24,165.05,49.52,21.2682,21.38,12.9,20.9425,88.7265
2016-08-22,218.53,117.35,139.88,66.6,105.48,127.45,38.42,165.22,49.48,21.1662,21.205,12.91,21.16,87.76
2016-08-19,218.54,117.26,138.71,66.7,105.705,127.09,38.58,164.96,49.2,21.0804,21.18,12.93,21.445,90.72
2016-08-18,218.86,117.29,139.44,67.2,106,127.52,38.72,165.5,49.32,21.225,21.37,13.04,21.415,90.4
2016-08-17,218.37,117.26,139.22,66.7,105.555,127.17,38.62,165.14,49.56,21.164,21.22,12.98,21.2775,87.92
2016-08-16,217.96,117.05,138.39,67.01,105.85,127.02,38.64,165.07,49.16,21.33,21.37,12.98,21.4075,87.36
2016-08-15,219.09,117.7,138.76,67.16,105.795,127.45,38.58,165.84,49.6,,21.545,12.91,21.245,86.08
2016-08-12,218.46,117.2,140.08,66.84,105.61,127.64,38.5,165.94,49.32,21.1801,21.555,12.86,21.2275,84
2016-08-11,218.65,117.12,138.91,66.91,105.37,127.59,38.54,165.8,49.56,21.105,21.6,12.9,21.6075,81.68
2016-08-10,217.64,116.62,140.16,66.73,105.71,127.65,38.56,165.69,49.2,20.931,21.61,12.99,21.47,78.16
2016-08-09,218.18,116.92,139.62,66.28,105.46,127.34,38.34,165.31,49.04,20.8997,21.685,12.93,21.2725,80.56
2016-08-08,218.05,116.65,138.26,65.84,104.92,127.25,38.12,165.26,48.6,20.9,21.46,12.88,21.4025,80.8
2016-08-05,218.18,116.78,138,65.44,104.635,127.18,37.78,165.07,48.4,20.832,21.465,12.89,21.32,78.88
2016-08-04,216.4097,115.67,139.45,65.31,104.61,127.35,37.78,164.87,48.24,20.6799,21.225,13.12,21.475,78.72
2016-08-03,216.18,115.34,138.41,64.66,103.95,126.83,37.6,164.14,47.56,20.43,21.095,13.1,21.7175,77.52
2016-08-02,215.5492,114.96,138.33,64.965,104.13,126.83,37.54,164.13,47.8,20.2132,21.06,13.16,21.8925,74.64
2016-08-01,216.94,115.84,139.77,65.16,104.51,127.37,37.56,164.48,48.4,20.6314,21.345,13.05,21.86,75.28
2016-07-29,217.12,115.23,141.56,65.13,104.34,127.46,37.86,164.52,48.24,20.59,21.485,13.02,22.0225,78.08
2016-07-28,216.77,114.98,140.39,64.41,104.24,127.12,37.46,164.12,47.4,20.7,21.34,12.89,21.8325,77.36
2016-07-27,216.52,114.58,140.65,64.15,104.17,127.03,37.42,163.95,47.4,20.5168,21.56,12.94,21.6725,79.2
2016-07-26,216.75,113.79,138.92,64.1,104.115,126.63,37.26,163.62,47.32,20.34,21.475,12.73,22.02,80.64
2016-07-25,216.65,113.66,138.7,64.31,104.525,126.66,37.24,163.71,47.28,20.125,21.44,12.68,21.965,81.04
2016-07-22,217.24,113.65,138.8,64.59,104.56,126.49,37.48,163.54,47.44,20.135,21.4,12.76,22.025,83.36
2016-07-21,216.265,113.18,138.56,64.7,104.66,126.38,37.5,163.55,47.36,20.38,21.435,12.86,22.295,83.92
2016-07-20,217.085,113.44,138.28,64.8,104.685,126.32,37.46,163.54,47.72,20.416,21.455,12.67,22.2425,85.84
2016-07-19,216.19,112.13,139.04,64.89,104.51,126.42,37.56,163.68,47.32,20.0896,21.22,12.85,22.3475,85.6
2016-07-18,216.4092,112.54,138.26,65.26,104.435,126.27,37.86,163.41,47.64,20.4722,21.33,12.84,22.135,86.56
2016-07-15,215.83,111.8,138.39,65.31,104.76,126.24,37.86,163.43,47.52,20.2952,21.29,12.82,22.125,87.92
2016-07-14,216.12,111.98,139.59,65.78,104.96,126.57,38.12,163.73,47.68,20.285,21.31,12.86,22.18,86.96
2016-07-13,214.92,111.22,141.65,66.77,105.39,127.45,37.84,163.97,47.6,20.48,21.115,12.96,22.1125,86
2016-07-12,214.95,111.49,140,67.04,105.09,127.09,37.88,163.76,47.68,20.46,21.18,12.85,21.6425,89.52
2016-07-11,213.4,110.93,142.34,66.8,105.49,127.58,37.6,163.96,47.4,20.11,20.955,13.07,21.2525,85.2
2016-07-08,212.65,110.3,143.6,66.5,104.725,127.7,37.68,164.04,46.28,20.0295,20.625,13.18,21.0275,86.64
2016-07-07,209.526,108.62,142.55,65.89,104.59,127.39,37.12,163.55,45.96,19.62,20.31,13.11,21.0025,86.56
2016-07-06,209.66,108.3,142.56,65.81,104.165,127.55,37.22,163.79,45.92,19.19,20.09,13.16,21.2675,90.64
2016-07-05,208.41,107.42,142.33,65.74,104.23,127.44,37.24,163.55,45.92,19.2477,20.445,13.08,21.455,89.44
2016-07-04,,,,66.83,104.055,127.27,,163.56,,,20.76,,21.925,
2016-07-01,209.9208,108.08,140.57,66.46,104.1,127.31,37.62,163.73,45.92,19.4505,20.895,12.97,21.97,94.24
2016-06-30,209.475,107.54,138.9,66.52,103.34,126.96,37.74,162.72,46,19.29,20.73,12.76,21.6275,92.56
2016-06-29,206.66,106.31,138.39,65.98,103.015,126.79,37.6,162.39,46.4,19.1605,20.52,12.7,21.6275,94.32
2016-06-28,203.1997,104.46,139.46,65.08,102.01,126.51,37.08,162.02,45.8,18.6978,19.895,12.66,21.4925,91.76
2016-06-27,199.6,102.22,139.17,63.75,101.345,126.06,36.32,161.17,45.12,18.26,19.415,12.8,20.96,89.52
2016-06-24,203.13,104.29,135.78,64.3,101.59,125.28,36.4,160.41,45.36,18.96,20.105,12.72,21.0275,91.2
2016-06-23,210.81,108.77,132.23,66.1,101.98,124.85,37.64,161.61,47.32,19.62,21.69,12.12,21.3975,95.84
2016-06-22,208.1,107.24,133.76,65.41,101.65,125.04,37.3,161.21,46.28,19.4384,21.355,12.2,21.0825,93.92
2016-06-21,208.44,107.5,133.54,65.16,101.345,125.07,36.9,161.26,47.08,19.58,21.31,12.21,20.8475,95.12
2016-06-20,207.85,107.16,134.16,65.11,101.38,125.01,36.9,161.26,46.76,19.67,21.145,12.45,20.7375,95.28
2016-06-17,206.52,106.49,135.61,64.17,100.81,124.94,36.58,160.54,45.72,19.57,20.39,12.52,20.3575,93.28
2016-06-16,208.37,108.04,136.46,63.4,100.685,124.98,36.24,160.07,45.8,19.4199,20.11,12.36,20.305,89.12
2016-06-15,207.75,107.72,135.8,63.95,101.095,125.05,36.42,161.73,46,19.4,20.23,12.49,20.665,91.76
2016-06-14,208.04,108.03,135.28,63.48,100.7,124.95,36.12,161.64,45.56,19.24,20.06,12.4,20.18,93.84
2016-06-13,208.4492,108.03,135.38,64.17,101.335,124.99,36.38,162.25,45.76,19.31,20.445,12.39,20.385,94.08
2016-06-10,210.07,108.94,134.78,64.55,101.69,125.37,36.58,163.01,46.6,19.6,20.835,12.3,20.13,94.96
2016-06-09,212.08,110.19,134.13,65.25,101.84,125.23,37.08,162.99,47.44,19.6299,21.33,12.25,20.1025,98
2016-06-08,212.37,110.37,133.27,65.72,102.115,124.96,37.26,162.78,48,19.92,21.52,12.18,20.44,99.44
2016-06-07,211.68,110.18,132.56,65.1,101.97,124.8,36.82,162.42,47.72,19.93,21.635,11.99,20.315,97.76
